date,value;;
2019-04-14,8140.71;85693,44;
2019-04-15,8338.42;;
2019-04-16,8371.15;;
2019-04-17,8285.96;;
2019-04-18,8197.8;;
2018-04-19,8298.69;;
2018-04-20,8880.23;;
2018-04-21,8997.57;;
2018-04-22,9001.64;;
2018-04-23,8958.55;;
